"id","amount","length","frequency","grade"
3207,2e+05,18,"Catorcenal","D"
3208,110000,18,"Catorcenal","C"
3209,140000,18,"Catorcenal","F"
3210,80000,18,"Mensual","E"
3211,2e+05,18,"Mensual","E"
3212,210000,18,"Mensual","F"
3213,160000,12,"Catorcenal","F"
3214,250000,6,"Mensual","B"
3215,245000,18,"Semanal","D"
3216,215000,12,"Mensual","D"
3217,155000,6,"Mensual","D"
3218,50000,18,"Semanal","A"
3219,95000,6,"Mensual","E"
3220,105000,12,"Mensual","E"
3221,50000,18,"Mensual","E"
3222,130000,18,"Mensual","D"
3223,245000,18,"Mensual","F"
3224,50000,18,"Catorcenal","A"
3225,250000,18,"Catorcenal","E"
3226,225000,18,"Catorcenal","E"
3227,1e+05,18,"Mensual","C"
3228,250000,18,"Mensual","E"
3229,140000,6,"Mensual","E"
3230,195000,12,"Catorcenal","E"
3231,50000,18,"Mensual","D"
3232,215000,6,"Mensual","E"
3233,145000,18,"Mensual","F"
3234,205000,18,"Semanal","F"
3235,135000,18,"Mensual","E"
3236,250000,12,"Mensual","A"
3237,155000,18,"Mensual","E"
3238,250000,12,"Mensual","F"
3239,70000,18,"Mensual","D"
3240,180000,18,"Mensual","E"
3241,130000,12,"Catorcenal","E"
3242,225000,12,"Mensual","A"
3243,250000,18,"Mensual","D"
3244,120000,18,"Mensual","D"
3245,150000,18,"Mensual","C"
3246,50000,18,"Mensual","D"
3247,155000,18,"Mensual","A"
3248,245000,6,"Semanal","A"
3249,250000,18,"Mensual","C"
3250,95000,12,"Mensual","E"
3251,245000,18,"Mensual","F"
3252,115000,18,"Mensual","C"
3253,70000,18,"Catorcenal","B"
3254,140000,18,"Semanal","E"
3255,85000,12,"Mensual","F"
3256,1e+05,6,"Mensual","C"
3257,1e+05,6,"Semanal","E"
3258,120000,18,"Mensual","E"
3259,150000,18,"Mensual","E"
3260,80000,12,"Mensual","D"
3261,210000,6,"Mensual","D"
3262,1e+05,18,"Mensual","E"
3263,60000,18,"Semanal","A"
3264,90000,18,"Mensual","C"
3265,50000,18,"Mensual","D"
3266,180000,12,"Semanal","B"
3267,140000,18,"Mensual","D"
3268,235000,18,"Mensual","A"
3269,250000,12,"Mensual","B"
3270,155000,18,"Catorcenal","E"
3271,80000,12,"Catorcenal","D"
3272,240000,18,"Semanal","E"
3273,115000,18,"Mensual","A"
3274,105000,6,"Mensual","A"
3275,155000,18,"Mensual","F"
3276,140000,6,"Mensual","D"
3277,105000,18,"Catorcenal","D"
3278,50000,18,"Mensual","E"
3279,50000,18,"Mensual","D"
3280,235000,18,"Mensual","D"
3281,250000,18,"Catorcenal","E"
3282,155000,18,"Mensual","E"
3283,175000,18,"Catorcenal","F"
3284,110000,18,"Mensual","F"
3285,175000,18,"Mensual","E"
3286,115000,18,"Mensual","F"
3287,150000,18,"Mensual","D"
3288,105000,18,"Semanal","C"
3289,250000,18,"Mensual","A"
3290,90000,6,"Mensual","D"
3291,165000,18,"Semanal","D"
3292,190000,18,"Mensual","E"
3293,215000,18,"Mensual","C"
3294,250000,18,"Mensual","E"
3295,215000,18,"Mensual","E"
3296,175000,18,"Catorcenal","C"
3297,170000,18,"Catorcenal","E"
3298,130000,18,"Catorcenal","E"
3299,2e+05,12,"Mensual","F"
3300,115000,18,"Mensual","C"
3301,250000,12,"Mensual","F"
3302,250000,6,"Mensual","E"
3303,120000,12,"Mensual","B"
3304,215000,6,"Mensual","C"
3305,105000,6,"Mensual","E"
3306,1e+05,6,"Mensual","A"
3307,155000,6,"Semanal","A"
3308,170000,18,"Mensual","F"
3309,55000,6,"Mensual","F"
3310,125000,6,"Semanal","C"
3311,2e+05,18,"Catorcenal","A"
3312,250000,18,"Mensual","E"
3313,50000,18,"Mensual","F"
3314,160000,18,"Mensual","C"
3315,250000,18,"Mensual","E"
3316,250000,18,"Mensual","F"
3317,165000,12,"Mensual","C"
3318,250000,18,"Mensual","D"
3319,140000,12,"Mensual","C"
3320,140000,18,"Mensual","B"
3321,250000,18,"Mensual","F"
3322,110000,18,"Semanal","C"
3323,140000,18,"Mensual","F"
3324,205000,18,"Mensual","C"
3325,165000,18,"Semanal","E"
3326,150000,18,"Mensual","E"
3327,1e+05,6,"Mensual","A"
3328,245000,18,"Mensual","E"
3329,195000,18,"Mensual","E"
3330,250000,18,"Catorcenal","F"
3331,50000,6,"Semanal","D"
3332,135000,18,"Mensual","F"
3333,140000,18,"Mensual","D"
3334,215000,18,"Semanal","C"
3335,135000,18,"Semanal","A"
3336,65000,12,"Semanal","A"
3337,250000,6,"Mensual","F"
3338,185000,6,"Mensual","E"
3339,50000,18,"Mensual","A"
3340,250000,12,"Mensual","E"
3341,145000,18,"Mensual","B"
3342,60000,12,"Mensual","C"
3343,185000,12,"Mensual","C"
3344,50000,18,"Catorcenal","B"
3345,125000,12,"Mensual","F"
3346,210000,18,"Semanal","C"
3347,50000,6,"Catorcenal","C"
3348,95000,18,"Catorcenal","A"
3349,55000,18,"Mensual","D"
3350,105000,18,"Mensual","E"
3351,160000,12,"Mensual","E"
3352,115000,12,"Mensual","E"
3353,75000,18,"Mensual","D"
3354,230000,6,"Mensual","E"
3355,250000,12,"Mensual","D"
3356,165000,18,"Catorcenal","E"
3357,205000,6,"Mensual","F"
3358,145000,18,"Semanal","E"
3359,210000,18,"Mensual","F"
3360,250000,12,"Mensual","D"
3361,140000,18,"Mensual","E"
3362,125000,18,"Semanal","D"
3363,150000,18,"Mensual","B"
3364,220000,12,"Semanal","A"
3365,155000,18,"Mensual","C"
3366,75000,18,"Mensual","D"
3367,80000,18,"Mensual","F"
3368,50000,6,"Semanal","F"
3369,50000,12,"Mensual","E"
3370,2e+05,18,"Mensual","E"
3371,170000,12,"Mensual","D"
3372,185000,12,"Semanal","D"
3373,135000,18,"Catorcenal","B"
3374,230000,18,"Semanal","B"
3375,1e+05,12,"Mensual","F"
3376,250000,18,"Mensual","C"
3377,75000,18,"Mensual","B"
3378,190000,18,"Mensual","E"
3379,235000,18,"Mensual","D"
3380,210000,12,"Semanal","C"
3381,250000,18,"Catorcenal","E"
3382,210000,18,"Mensual","D"
3383,215000,18,"Mensual","E"
3384,95000,18,"Mensual","E"
3385,185000,12,"Mensual","B"
3386,175000,18,"Semanal","A"
3387,190000,18,"Catorcenal","E"
3388,170000,18,"Semanal","E"
3389,170000,18,"Semanal","F"
3390,125000,6,"Mensual","C"
3391,190000,6,"Mensual","E"
3392,85000,18,"Mensual","B"
3393,155000,6,"Mensual","A"
3394,110000,6,"Mensual","E"
3395,110000,18,"Mensual","C"
3396,105000,18,"Semanal","E"
3397,160000,18,"Catorcenal","E"
3398,120000,18,"Mensual","E"
3399,60000,18,"Mensual","F"
3400,250000,18,"Mensual","D"
3401,70000,18,"Semanal","E"
3402,105000,18,"Mensual","F"
3403,250000,18,"Mensual","E"
3404,240000,18,"Mensual","E"
3405,150000,12,"Semanal","F"
3406,240000,6,"Mensual","D"
3407,145000,18,"Mensual","D"
3408,215000,12,"Mensual","E"
3409,130000,18,"Mensual","D"
3410,230000,18,"Mensual","F"
3411,65000,18,"Semanal","D"
3412,250000,18,"Semanal","E"
3413,130000,18,"Catorcenal","E"
3414,165000,18,"Semanal","B"
3415,130000,12,"Mensual","E"
3416,50000,18,"Mensual","E"
3417,130000,18,"Semanal","A"
3418,50000,6,"Mensual","F"
3419,225000,18,"Mensual","E"
3420,150000,18,"Catorcenal","E"
3421,190000,18,"Semanal","F"
3422,235000,18,"Catorcenal","E"
3423,140000,12,"Semanal","A"
3424,250000,18,"Mensual","E"
3425,190000,18,"Catorcenal","F"
3426,155000,18,"Semanal","E"
3427,190000,18,"Mensual","C"
3428,50000,18,"Mensual","D"
3429,250000,18,"Mensual","C"
3430,250000,6,"Semanal","E"
3431,220000,6,"Mensual","F"
3432,205000,18,"Mensual","D"
3433,230000,18,"Semanal","E"
3434,225000,6,"Mensual","C"
3435,205000,18,"Mensual","E"
3436,210000,6,"Semanal","F"
3437,90000,18,"Mensual","C"
3438,205000,18,"Mensual","F"
3439,2e+05,18,"Mensual","D"
3440,165000,6,"Mensual","E"
3441,210000,6,"Mensual","E"
3442,50000,18,"Mensual","E"
3443,235000,18,"Mensual","F"
3444,1e+05,18,"Mensual","E"
3445,130000,18,"Mensual","C"
3446,95000,18,"Mensual","D"
3447,230000,12,"Mensual","E"
3448,250000,6,"Mensual","E"
3449,160000,18,"Mensual","E"
3450,140000,18,"Mensual","E"
3451,115000,18,"Mensual","E"
3452,110000,12,"Mensual","C"
3453,135000,18,"Semanal","C"
3454,85000,6,"Mensual","E"
3455,95000,12,"Semanal","D"
3456,65000,18,"Mensual","D"
3457,220000,6,"Semanal","F"
3458,50000,12,"Catorcenal","B"
3459,165000,6,"Catorcenal","B"
3460,55000,12,"Mensual","E"
3461,240000,6,"Mensual","D"
3462,50000,6,"Semanal","E"
3463,155000,18,"Mensual","D"
3464,180000,18,"Mensual","E"
3465,135000,18,"Mensual","D"
3466,235000,18,"Semanal","E"
3467,130000,6,"Mensual","E"
3468,250000,18,"Mensual","E"
3469,135000,12,"Mensual","C"
3470,175000,18,"Semanal","D"
3471,90000,18,"Mensual","F"
3472,95000,18,"Mensual","E"
3473,175000,18,"Semanal","F"
3474,80000,12,"Catorcenal","E"
3475,90000,12,"Mensual","E"
3476,140000,18,"Mensual","D"
3477,95000,12,"Mensual","E"
3478,50000,18,"Mensual","F"
3479,235000,12,"Mensual","E"
3480,180000,18,"Mensual","C"
3481,245000,6,"Mensual","E"
3482,245000,18,"Catorcenal","E"
3483,90000,18,"Catorcenal","D"
3484,55000,18,"Mensual","C"
3485,235000,18,"Mensual","A"
3486,175000,12,"Mensual","C"
3487,250000,12,"Catorcenal","A"
3488,205000,6,"Semanal","C"
3489,250000,18,"Mensual","D"
3490,90000,18,"Mensual","E"
3491,110000,18,"Mensual","D"
3492,145000,18,"Mensual","D"
3493,240000,18,"Mensual","F"
3494,250000,18,"Mensual","E"
3495,220000,6,"Mensual","E"
3496,155000,18,"Mensual","F"
3497,140000,12,"Mensual","C"
3498,2e+05,12,"Mensual","C"
3499,130000,18,"Mensual","A"
3500,90000,18,"Mensual","C"
3501,175000,6,"Mensual","F"
3502,70000,12,"Catorcenal","E"
3503,145000,18,"Mensual","F"
3504,130000,18,"Mensual","E"
3505,160000,12,"Mensual","D"
3506,240000,12,"Semanal","C"
3507,205000,18,"Catorcenal","F"
3508,60000,18,"Mensual","C"
3509,50000,12,"Mensual","E"
3510,80000,18,"Mensual","D"
3511,160000,18,"Catorcenal","E"
3512,130000,12,"Mensual","D"
3513,165000,6,"Mensual","D"
3514,205000,18,"Mensual","B"
3515,95000,18,"Semanal","E"
3516,1e+05,18,"Mensual","D"
3517,130000,12,"Mensual","D"
3518,115000,18,"Mensual","C"
3519,185000,6,"Mensual","D"
3520,180000,18,"Mensual","C"
3521,250000,6,"Mensual","E"
3522,190000,12,"Mensual","F"
3523,250000,12,"Mensual","E"
3524,50000,18,"Semanal","E"
3525,2e+05,6,"Mensual","A"
3526,185000,6,"Catorcenal","D"
3527,185000,18,"Semanal","E"
3528,1e+05,6,"Mensual","E"
3529,220000,18,"Mensual","D"
3530,195000,18,"Mensual","F"
3531,80000,18,"Mensual","F"
3532,50000,18,"Mensual","E"
3533,50000,18,"Semanal","A"
3534,230000,18,"Semanal","C"
3535,135000,18,"Mensual","B"
3536,1e+05,12,"Mensual","C"
3537,250000,18,"Mensual","F"
3538,50000,18,"Catorcenal","C"
3539,240000,18,"Mensual","B"
3540,50000,12,"Mensual","E"
3541,250000,12,"Mensual","E"
3542,245000,18,"Catorcenal","A"
3543,90000,6,"Catorcenal","E"
3544,185000,12,"Catorcenal","D"
3545,155000,12,"Mensual","D"
3546,225000,12,"Mensual","C"
3547,115000,12,"Mensual","E"
3548,250000,18,"Catorcenal","E"
3549,115000,12,"Mensual","D"
3550,180000,12,"Mensual","F"
3551,155000,18,"Catorcenal","D"
3552,120000,18,"Semanal","E"
3553,65000,18,"Mensual","C"
3554,130000,18,"Mensual","D"
3555,190000,18,"Mensual","B"
3556,250000,18,"Mensual","D"
3557,245000,18,"Semanal","F"
3558,50000,18,"Mensual","C"
3559,50000,6,"Catorcenal","D"
3560,90000,12,"Mensual","D"
3561,2e+05,6,"Mensual","B"
3562,185000,12,"Mensual","A"
3563,250000,18,"Mensual","D"
3564,120000,18,"Catorcenal","D"
3565,195000,12,"Mensual","C"
3566,240000,12,"Mensual","D"
3567,50000,18,"Semanal","C"
3568,150000,12,"Semanal","F"
3569,130000,12,"Catorcenal","D"
3570,250000,18,"Mensual","D"
3571,80000,6,"Mensual","F"
3572,70000,18,"Catorcenal","A"
3573,160000,6,"Mensual","A"
3574,120000,12,"Catorcenal","F"
3575,250000,18,"Mensual","E"
3576,220000,12,"Mensual","E"
3577,250000,12,"Catorcenal","F"
3578,220000,18,"Mensual","E"
3579,250000,12,"Catorcenal","E"
3580,50000,18,"Mensual","E"
3581,230000,18,"Mensual","F"
3582,190000,18,"Semanal","D"
3583,190000,12,"Mensual","F"
3584,245000,18,"Mensual","D"
3585,80000,18,"Mensual","F"
3586,170000,12,"Catorcenal","F"
3587,80000,18,"Semanal","D"
3588,150000,6,"Mensual","B"
3589,70000,12,"Mensual","E"
3590,250000,18,"Mensual","E"
3591,120000,12,"Catorcenal","E"
3592,50000,12,"Mensual","D"
3593,150000,18,"Mensual","A"
3594,170000,18,"Mensual","F"
3595,105000,18,"Semanal","C"
3596,65000,18,"Mensual","C"
3597,2e+05,12,"Mensual","E"
3598,230000,18,"Mensual","F"
3599,1e+05,12,"Mensual","F"
3600,165000,12,"Catorcenal","F"
3601,65000,18,"Mensual","E"
3602,95000,18,"Mensual","E"
3603,50000,18,"Mensual","F"
3604,125000,18,"Semanal","C"
3605,150000,12,"Mensual","C"
3606,80000,18,"Mensual","E"
3607,90000,6,"Mensual","E"
3608,55000,6,"Mensual","F"
3609,225000,12,"Mensual","E"
3610,250000,18,"Mensual","B"
3611,105000,6,"Mensual","B"
3612,215000,12,"Mensual","C"
3613,50000,18,"Mensual","F"
3614,190000,18,"Catorcenal","E"
3615,130000,18,"Mensual","B"
3616,50000,6,"Semanal","E"
3617,215000,12,"Mensual","C"
3618,245000,18,"Mensual","F"
3619,50000,12,"Mensual","E"
3620,95000,12,"Semanal","B"
3621,145000,18,"Mensual","E"
3622,60000,18,"Mensual","F"
3623,240000,18,"Mensual","D"
3624,150000,18,"Mensual","D"
3625,160000,18,"Semanal","B"
3626,80000,12,"Catorcenal","F"
3627,105000,12,"Semanal","D"
3628,165000,12,"Mensual","C"
3629,175000,18,"Catorcenal","F"
3630,215000,6,"Mensual","E"
3631,185000,18,"Mensual","E"
3632,175000,6,"Mensual","F"
3633,250000,18,"Mensual","E"
3634,50000,12,"Mensual","F"
3635,2e+05,18,"Mensual","D"
3636,250000,6,"Semanal","D"
3637,130000,18,"Mensual","F"
3638,235000,18,"Mensual","F"
3639,220000,18,"Semanal","B"
3640,85000,18,"Mensual","E"
3641,145000,12,"Mensual","A"
3642,250000,18,"Mensual","F"
3643,145000,6,"Semanal","C"
3644,250000,12,"Mensual","E"
3645,115000,18,"Mensual","E"
3646,175000,18,"Mensual","D"
3647,250000,18,"Mensual","D"
3648,165000,6,"Semanal","D"
3649,165000,6,"Catorcenal","A"
3650,250000,18,"Mensual","A"
3651,245000,12,"Semanal","E"
3652,250000,12,"Catorcenal","C"
3653,80000,18,"Mensual","C"
3654,250000,18,"Mensual","A"
3655,250000,6,"Mensual","D"
3656,130000,12,"Mensual","F"
3657,250000,18,"Mensual","A"
3658,250000,18,"Semanal","E"
3659,250000,6,"Mensual","C"
3660,65000,18,"Semanal","A"
3661,135000,18,"Catorcenal","D"
3662,50000,18,"Mensual","F"
3663,50000,6,"Mensual","A"
3664,240000,12,"Mensual","B"
3665,2e+05,6,"Mensual","E"
3666,95000,12,"Mensual","E"
3667,160000,18,"Mensual","E"
3668,50000,12,"Mensual","D"
3669,135000,18,"Semanal","B"
3670,250000,12,"Mensual","D"
3671,215000,6,"Catorcenal","E"
3672,215000,18,"Mensual","E"
3673,175000,18,"Mensual","E"
3674,50000,12,"Mensual","E"
3675,85000,12,"Semanal","C"
3676,235000,12,"Catorcenal","E"
3677,185000,18,"Mensual","D"
3678,240000,12,"Mensual","D"
3679,1e+05,18,"Mensual","C"
3680,225000,18,"Mensual","F"
3681,250000,18,"Catorcenal","F"
3682,185000,18,"Mensual","A"
3683,50000,6,"Semanal","B"
3684,165000,18,"Catorcenal","C"
3685,165000,18,"Mensual","D"
3686,55000,18,"Mensual","E"
3687,250000,6,"Mensual","B"
3688,140000,18,"Semanal","E"
3689,140000,18,"Semanal","E"
3690,155000,18,"Mensual","E"
3691,1e+05,12,"Mensual","F"
3692,215000,18,"Mensual","C"
3693,225000,12,"Mensual","E"
3694,155000,18,"Mensual","F"
3695,240000,6,"Mensual","D"
3696,250000,18,"Mensual","E"
3697,145000,18,"Mensual","E"
3698,230000,18,"Mensual","F"
3699,175000,18,"Catorcenal","E"
3700,75000,18,"Mensual","C"
3701,105000,18,"Mensual","E"
3702,250000,18,"Catorcenal","B"
3703,230000,18,"Mensual","F"
3704,1e+05,18,"Mensual","B"
3705,235000,18,"Mensual","E"
3706,195000,18,"Catorcenal","B"
3707,210000,12,"Mensual","D"
3708,240000,18,"Semanal","F"
3709,125000,18,"Semanal","E"
3710,160000,12,"Catorcenal","D"
3711,50000,18,"Mensual","F"
3712,250000,6,"Mensual","D"
3713,175000,18,"Mensual","A"
3714,125000,18,"Mensual","F"
3715,250000,18,"Mensual","C"
3716,140000,18,"Mensual","B"
3717,250000,18,"Mensual","C"
3718,250000,18,"Mensual","C"
3719,80000,18,"Mensual","E"
3720,250000,12,"Semanal","C"
3721,225000,18,"Mensual","A"
3722,150000,18,"Mensual","F"
3723,215000,18,"Mensual","C"
3724,250000,18,"Mensual","D"
3725,220000,12,"Semanal","E"
3726,95000,18,"Mensual","F"
3727,50000,18,"Mensual","F"
3728,50000,6,"Catorcenal","E"
3729,230000,18,"Mensual","D"
3730,250000,12,"Mensual","D"
3731,205000,18,"Mensual","E"
3732,135000,18,"Mensual","B"
3733,130000,18,"Mensual","E"
3734,180000,6,"Catorcenal","A"
3735,220000,18,"Catorcenal","F"
3736,230000,12,"Mensual","D"
3737,65000,6,"Mensual","F"
3738,250000,18,"Mensual","F"
3739,140000,18,"Mensual","E"
3740,50000,12,"Mensual","C"
3741,240000,12,"Mensual","D"
3742,230000,6,"Mensual","C"
3743,150000,18,"Mensual","B"
3744,155000,18,"Mensual","E"
3745,125000,12,"Mensual","B"
3746,170000,18,"Mensual","E"
3747,55000,6,"Mensual","F"
3748,105000,12,"Mensual","D"
3749,135000,18,"Mensual","E"
3750,50000,18,"Catorcenal","E"
3751,90000,6,"Mensual","C"
3752,155000,18,"Mensual","E"
3753,75000,6,"Catorcenal","E"
3754,130000,12,"Mensual","D"
3755,215000,6,"Catorcenal","F"
3756,50000,12,"Mensual","C"
3757,115000,18,"Mensual","A"
3758,190000,18,"Mensual","E"
3759,240000,12,"Mensual","E"
3760,110000,12,"Mensual","D"
3761,2e+05,6,"Mensual","F"
3762,150000,18,"Mensual","E"
3763,140000,18,"Catorcenal","D"
3764,55000,18,"Mensual","E"
3765,250000,18,"Mensual","F"
3766,165000,12,"Mensual","D"
3767,125000,18,"Mensual","C"
3768,95000,18,"Semanal","E"
3769,125000,6,"Mensual","F"
3770,125000,12,"Mensual","E"
3771,120000,18,"Mensual","E"
3772,160000,18,"Catorcenal","E"
3773,165000,18,"Mensual","D"
3774,250000,18,"Mensual","A"
3775,120000,12,"Semanal","D"
3776,90000,12,"Mensual","F"
3777,135000,18,"Catorcenal","E"
3778,150000,6,"Mensual","F"
3779,90000,18,"Mensual","E"
3780,2e+05,18,"Semanal","E"
3781,140000,12,"Catorcenal","D"
3782,205000,18,"Semanal","F"
3783,175000,18,"Catorcenal","E"
3784,90000,12,"Mensual","E"
3785,205000,18,"Catorcenal","E"
3786,130000,18,"Semanal","C"
3787,175000,18,"Mensual","E"
3788,2e+05,18,"Semanal","F"
3789,170000,12,"Mensual","E"
3790,240000,12,"Semanal","E"
3791,165000,18,"Mensual","F"
3792,50000,18,"Mensual","C"
3793,185000,12,"Mensual","F"
3794,105000,6,"Mensual","B"
3795,95000,18,"Mensual","A"
3796,75000,18,"Mensual","D"
3797,50000,18,"Semanal","C"
3798,1e+05,12,"Mensual","D"
3799,205000,18,"Mensual","F"
3800,135000,12,"Semanal","D"
3801,250000,18,"Mensual","E"
3802,180000,18,"Mensual","D"
3803,105000,6,"Mensual","B"
3804,120000,12,"Mensual","E"
3805,250000,18,"Semanal","E"
3806,180000,18,"Semanal","B"
3807,50000,18,"Mensual","F"
3808,165000,12,"Mensual","E"
3809,155000,12,"Mensual","D"
3810,165000,18,"Mensual","D"
3811,175000,18,"Mensual","F"
3812,55000,12,"Mensual","E"
3813,95000,18,"Semanal","C"
3814,250000,18,"Mensual","E"
3815,205000,18,"Mensual","C"
3816,140000,18,"Mensual","D"
3817,60000,18,"Mensual","E"
3818,185000,18,"Catorcenal","D"
3819,250000,18,"Mensual","B"
3820,1e+05,18,"Mensual","F"
3821,225000,18,"Mensual","B"
3822,130000,6,"Mensual","E"
3823,130000,18,"Mensual","E"
3824,250000,18,"Mensual","F"
3825,235000,18,"Mensual","C"
3826,185000,18,"Mensual","D"
3827,60000,18,"Mensual","D"
3828,140000,18,"Mensual","E"
3829,195000,12,"Mensual","E"
3830,250000,18,"Mensual","F"
3831,235000,18,"Semanal","C"
3832,90000,18,"Semanal","C"
3833,125000,18,"Mensual","E"
3834,185000,18,"Catorcenal","E"
3835,190000,12,"Mensual","F"
3836,50000,18,"Mensual","A"
3837,125000,12,"Mensual","E"
3838,165000,18,"Catorcenal","B"
3839,2e+05,18,"Mensual","D"
3840,210000,18,"Catorcenal","D"
3841,50000,12,"Semanal","D"
3842,95000,18,"Mensual","E"
3843,50000,18,"Mensual","E"
3844,250000,18,"Catorcenal","E"
3845,250000,12,"Mensual","C"
3846,245000,18,"Semanal","D"
3847,180000,12,"Mensual","F"
3848,125000,18,"Catorcenal","E"
3849,195000,18,"Mensual","E"
3850,250000,18,"Catorcenal","C"
3851,250000,18,"Semanal","E"
3852,170000,6,"Mensual","E"
3853,250000,18,"Mensual","B"
3854,145000,18,"Semanal","D"
3855,170000,18,"Catorcenal","F"
3856,235000,18,"Semanal","E"
3857,115000,6,"Mensual","C"
3858,70000,18,"Mensual","A"
3859,50000,12,"Mensual","D"
3860,140000,18,"Mensual","F"
3861,155000,12,"Mensual","B"
3862,215000,6,"Mensual","C"
3863,115000,12,"Mensual","D"
3864,215000,18,"Mensual","A"
3865,50000,18,"Mensual","B"
3866,120000,18,"Catorcenal","F"
3867,1e+05,18,"Semanal","F"
3868,50000,6,"Mensual","E"
3869,50000,12,"Mensual","E"
3870,55000,6,"Mensual","F"
3871,195000,18,"Semanal","D"
3872,250000,18,"Mensual","E"
3873,50000,6,"Mensual","B"
3874,125000,18,"Mensual","B"
3875,115000,18,"Catorcenal","D"
3876,95000,18,"Mensual","E"
3877,105000,18,"Semanal","E"
3878,95000,6,"Mensual","F"
3879,1e+05,18,"Catorcenal","C"
3880,250000,6,"Mensual","F"
3881,120000,18,"Mensual","B"
3882,120000,18,"Mensual","D"
3883,240000,6,"Semanal","C"
3884,170000,18,"Mensual","D"
3885,165000,18,"Mensual","C"
3886,170000,12,"Mensual","D"
3887,1e+05,18,"Semanal","D"
3888,220000,12,"Semanal","E"
3889,250000,18,"Mensual","F"
3890,250000,18,"Semanal","C"
3891,1e+05,18,"Semanal","E"
3892,250000,18,"Semanal","D"
3893,115000,12,"Catorcenal","D"
3894,60000,18,"Catorcenal","F"
3895,220000,18,"Mensual","E"
3896,140000,12,"Mensual","B"
3897,160000,18,"Mensual","F"
3898,50000,18,"Mensual","D"
3899,140000,6,"Mensual","A"
3900,50000,18,"Mensual","B"
3901,250000,18,"Mensual","A"
3902,115000,18,"Semanal","C"
3903,245000,18,"Mensual","F"
3904,210000,6,"Catorcenal","D"
3905,150000,12,"Mensual","E"
3906,250000,12,"Mensual","C"
3907,250000,18,"Catorcenal","C"
3908,95000,12,"Mensual","D"
3909,150000,18,"Mensual","A"
3910,250000,18,"Mensual","D"
3911,220000,18,"Catorcenal","F"
3912,115000,6,"Mensual","D"
3913,120000,6,"Mensual","D"
3914,155000,18,"Mensual","E"
3915,250000,12,"Mensual","C"
3916,160000,12,"Mensual","E"
3917,245000,12,"Catorcenal","D"
3918,250000,6,"Mensual","D"
3919,205000,12,"Semanal","A"
3920,250000,18,"Catorcenal","C"
3921,250000,18,"Mensual","F"
3922,95000,18,"Mensual","E"
3923,85000,12,"Semanal","E"
3924,75000,18,"Semanal","A"
3925,130000,18,"Mensual","A"
3926,210000,18,"Mensual","F"
3927,250000,12,"Mensual","E"
3928,195000,18,"Mensual","E"
3929,235000,18,"Mensual","E"
3930,105000,6,"Catorcenal","D"
3931,135000,12,"Catorcenal","D"
3932,215000,6,"Mensual","A"
3933,70000,18,"Mensual","E"
3934,50000,12,"Mensual","C"
3935,120000,18,"Mensual","D"
3936,75000,18,"Mensual","A"
3937,110000,12,"Mensual","D"
3938,105000,18,"Mensual","C"
3939,250000,12,"Mensual","B"
3940,250000,6,"Catorcenal","E"
3941,60000,18,"Catorcenal","F"
3942,210000,18,"Mensual","D"
3943,125000,12,"Mensual","D"
3944,175000,18,"Mensual","B"
3945,250000,18,"Mensual","A"
3946,140000,6,"Catorcenal","D"
3947,95000,18,"Catorcenal","E"
3948,220000,12,"Mensual","E"
3949,190000,18,"Mensual","A"
3950,125000,18,"Mensual","C"
3951,140000,12,"Semanal","F"
3952,215000,18,"Catorcenal","C"
